autoservicio,direccion_calle,direccion_numero,farmacia,fecha_hora_actualizacion,gasolina 93,gasolina 95,gasolina 97,glp vehicular,gnc,id_region,latitud,longitud,mantencion,nombre_comuna,petroleo diesel,tienda
False,Av. Los aromos,3115,False,2022-06-02 08:47:06,1174.0,1193.0,1210.0,,,01,-20.269373,-70.095214,True,Alto Hospicio,959.0,True
False,Santa Rosa de Molle,4004,False,2016-10-21 15:32:22,,,,410.0,,01,-20.2712733,-70.0891194,False,Alto Hospicio,,False
False,PANAMERICANA NORTE KM,1810,False,2022-06-02 07:19:13,1174.0,1193.0,1210.0,,,01,-20.237342420477,-69.786570699475,False,Pozo Almonte,960.0,False
False,PANEMERICANA NORTE KM 1750,0,False,2022-06-03 08:11:55,,,,,,01,-20.741687,-69.658483,False,Pozo Almonte,960.0,False
False,Calle Comercio,53,False,2022-06-02 08:22:56,1174.0,1193.0,1210.0,,,01,-20.262579590366,-69.785714149475,False,Pozo Almonte,960.0,True
False,AV. 27 DE ABRIL,00,False,2022-06-02 09:33:29,1174.0,1193.0,1210.0,,,01,-20.493677676203,-69.332978725433,False,Pica,960.0,False
False,AVENIDA RADOMIRO TOMIC esq DR. RUIZ TAGLE,000,False,2022-05-19 17:24:50,,,,699.0,,02,-23.601292795293,-70.385566055775,False,Antofagasta,,False
False,AV. ANTONIO RENDIC,3855,False,2022-06-02 15:11:10,1174.0,1197.0,1217.0,,,02,-23.636174906367,-70.389205813408,True,Antofagasta,961.0,True
False,AV. MEJILLONES 4950 ESQ. ILLAPEL,4950,False,2022-06-02 00:03:37,1176.0,1199.0,1219.0,,,02,-23.625193228443,-70.391198694706,False,Antofagasta,964.0,False
True,SAN MARTIN ESQ. URIBE,0,False,2022-06-02 00:05:22,1177.0,1200.0,1219.0,,,02,-23.649140897498,-70.40098875761,True,Antofagasta,965.0,True
False,AV. ANGAMOS,0633,False,2022-06-02 04:38:11,1171.0,1194.0,1213.0,,,02,-23.678743848333,-70.409794449806,False,Antofagasta,959.0,True
False,RUTA 5 NORTE KM 1351,00,False,2022-06-02 00:17:35,1177.0,1200.0,1219.0,,,02,-23.782598,-70.316837,False,Antofagasta,963.0,True
False,AV. ARGENTINA,1103,False,2022-06-01 23:40:06,1177.0,1200.0,1219.0,,,02,-23.665142063338,-70.398738384247,True,Antofagasta,965.0,True
False,AVDA. A. RENDIC ESQ. AVDA. P. A. CERDA,0,False,2022-06-02 09:00:05,1174.0,1206.0,1216.0,,,02,-23.603785033684,-70.388755202293,False,Antofagasta,961.0,True
False,AV. ARGENTINA,3211,False,2022-06-02 14:51:17,1171.0,1194.0,1213.0,,,02,-23.644317806952,-70.392907261848,False,Antofagasta,959.0,True
False,AV. EDMUNDO PEREZ ZUJOVIC,4256,False,2022-06-02 07:53:44,1177.0,1200.0,1219.0,,,02,-23.632036919704,-70.395589470863,False,Antofagasta,965.0,False
False,AV.REP DE CROACIA (ex EJERCITO),286,False,2022-06-02 19:48:15,1177.0,1200.0,1219.0,,,02,-23.670458154315,-70.406999588013,False,Antofagasta,965.0,False
False,Avenida Pedro Aguirre Cerda,10980,False,2022-06-01 23:28:40,1174.0,1197.0,1216.0,,,02,-23.561199102226,-70.390584468842,False,Antofagasta,961.0,True
False,Av. Pedro Edmundo Perez Zujovic,10675,False,2022-06-02 02:54:17,1177.0,1200.0,1219.0,,,02,-23.576324,-70.3940022,False,Antofagasta,965.0,False
False,Avda. Pedro Aguirre Cerda,10615,False,2022-06-02 10:04:33,1174.0,1197.0,1216.0,,,02,-23.564740837389,-70.391280593918,False,Antofagasta,961.0,False
False,Ruta 5 Norte Km. 1398,0,False,2022-06-02 08:53:54,1177.0,1200.0,1219.0,,,02,-23.454892,-70.13732,False,Antofagasta,963.0,False
False,Avda. Gracia,430,True,2022-05-23 13:34:52,1163.0,1186.0,1205.0,,,02,-23.670467980531,-70.406742095947,False,Antofagasta,953.0,True
False,Av. Argentina,2802,False,2022-06-02 02:30:49,1177.0,1200.0,1219.0,,,02,-23.649126155771,-70.392781198025,False,Antofagasta,966.0,True
False,Juan BolívarHuamachuco,907,False,2022-06-02 08:14:56,1174.0,1197.0,1216.0,,,02,-23.586520272071,-70.380778312683,False,Antofagasta,961.0,False
False,Héctor Gómez Cobo,0286,False,2022-06-02 09:58:07,1117.0,1120.0,1219.0,,,02,-23.781260637087,-70.316099524498,False,Antofagasta,964.0,False
False,Av. Antonio Rendic,6850,False,2022-05-26 10:59:46,1167.0,1190.0,1209.0,,,02,-23.609270740641,-70.38443416357,False,Antofagasta,955.0,True
False,Av. Edmundo Pérez Zujovic,5030,False,2022-06-02 07:24:04,1177.0,1200.0,1219.0,,,02,-23.622866046209,-70.394124984741,False,Antofagasta,966.0,True
False,PEDRO AGUIRRE CERDA,11315,False,2022-06-02 08:14:33,1174.0,1197.0,1216.0,,,02,-23.557487360572,-70.391676076196,False,Antofagasta,962.0,True
False,Avda Pedro Aguirre Cerda,10850,False,2022-06-02 08:11:44,1174.0,1197.0,1216.0,,,02,-23.563650441484,-70.390759327655,False,Antofagasta,961.0,False
False,Antonio Rendic,4561,False,2022-06-02 10:04:24,1174.0,1197.0,1216.0,,,02,-23.628385357306,-70.38966178894,False,Antofagasta,961.0,False
False,Avda. 21 De MayoAvda. Argentina,1119,False,2022-06-02 09:44:54,1177.0,1200.0,1219.0,,,02,-23.657054508543,-70.396257340908,False,Antofagasta,965.0,False
False,Avda. ArgentinaDiaz Gana,1105,True,2022-06-02 09:34:46,1177.0,1200.0,1219.0,,,02,-23.66507327701,-70.398724973202,True,Antofagasta,965.0,True
False,Balmaceda,2408,False,2022-06-02 09:55:54,1177.0,1200.0,1219.0,,,02,-23.646880479845,-70.400943160057,True,Antofagasta,965.0,True
False,Panamericana Norte Km,1354,False,2022-06-02 16:42:54,1177.0,,,,,02,-23.780018249075,-70.317350496692,False,Antofagasta,963.0,False
False,Pedro Aguirre Cerda,8450,False,2022-06-02 09:25:14,1174.0,1197.0,1216.0,,,02,-23.588961627034,-70.389773460713,False,Antofagasta,961.0,False
False,san martin,525,False,2022-06-02 00:03:45,1174.0,1197.0,1216.0,,,02,-23.099268210487,-70.451041460037,False,Mejillones,961.0,False
False,Carmen Alto,1458,False,2022-06-02 00:07:01,1177.0,1200.0,1219.0,,,02,-22.891782682982,-69.320270419121,False,Sierra Gorda,963.0,True
False,FRANCISCO BILBAO,101,False,2022-06-02 07:45:33,1177.0,1198.0,1221.0,,,02,-25.407744955644,-70.47883450985,False,Taltal,965.0,False
False,PANAMERICANA NORTE KM,1144,False,2022-06-02 13:05:57,1173.0,1197.0,1217.0,,,02,-25.564665299138,-70.368461608887,False,Taltal,964.0,True
False,Francisco Bilbao,986,False,2022-06-02 11:26:33,1177.0,1198.0,1221.0,,,02,-25.4072891,-70.4802542,False,Taltal,966.0,False
False,GRANADEROS,3524,False,2022-06-02 10:24:26,1187.0,1209.0,1226.0,,,02,-22.444573848557,-68.927863240242,True,Calama,980.0,True
False,ABAROA,1413,False,2022-06-02 06:57:36,1187.0,1209.0,1226.0,,,02,-22.467592208406,-68.925733566284,True,Calama,980.0,True
False,Diego de Almagro,2547,False,2022-06-01 23:58:14,1186.0,1208.0,1225.0,,,02,-22.447722180663,-68.932428359985,False,Calama,979.0,False
False,"PUNTA DE DIAMANTE SNï¿½, SALIDA SUR",000,False,2022-06-01 23:53:50,1187.0,1209.0,1226.0,,,02,-22.329692758516,-68.927450180054,False,Calama,979.0,False
False,AV. BALMACEDA,3012,False,2022-06-02 01:02:53,1187.0,1209.0,1226.0,,,02,-22.452823,-68.921583,False,Calama,979.0,True
False,Av. Chorrillos  Latorre,2687,False,2022-06-02 08:47:47,1187.0,1209.0,1226.0,,,02,-22.453572434763,-68.926141262054,True,Calama,981.0,False
False,Balmaceda,4450,False,2022-06-02 08:46:05,1187.0,1209.0,1226.0,,,02,-22.434706959093,-68.916635513306,False,Calama,980.0,True
False,Av. Miguel Grau,1064,False,2022-06-02 08:05:48,1187.0,1209.0,1226.0,,,02,-22.444539142135,-68.911120891571,False,Calama,980.0,True
False,Balmaceda,4539,False,2022-06-02 10:00:06,1187.0,1209.0,1226.0,,,02,-22.433759899129,-68.915884494781,True,Calama,980.0,False
False,Avda Ohiggins,234,False,2022-06-02 09:51:37,1187.0,1209.0,1226.0,,,02,-22.481687392866,-68.930279910564,False,Calama,980.0,True
False,RUTA 27 INTERSECCION  B241,0,False,2022-06-01 23:46:14,1187.0,1209.0,1226.0,,,02,-22.914625,-68.191518,False,San Pedro de Atacama,979.0,True
False,AV. 11 DE SEPTIEMBRE,000,False,2022-06-02 08:56:47,1180.0,1203.0,1228.0,,,02,-22.086141950807,-70.191457271576,False,Tocopilla,971.0,True
False,Avda. Costanera,0,False,2022-06-02 09:53:27,1180.0,1203.0,1228.0,,,02,-22.088622345691,-70.196671485901,True,Tocopilla,971.0,True
False,pedro montt,000,False,2022-06-02 08:59:40,1180.0,1203.0,1228.0,,,02,-22.34562905288,-69.657762050629,False,María Elena,971.0,False
False,Venancio Díaz esquina Juncalito SN,0,False,2022-06-02 17:53:46,,,,686.0,,03,-27.361782,-70.305816,False,Copiapó,,False
False,AV. LOS LOROS,1310,False,2022-06-02 14:21:22,1172.0,1198.0,1224.0,,,03,-27.369106670188,-70.311995744705,False,Copiapó,968.0,True
False,CARRETERA PANAMERICANA,255,False,2022-06-02 11:14:10,1173.0,1199.0,1225.0,,,03,-27.37332982532,-70.336822271347,True,Copiapó,970.0,True
False,AV. HENRIQUEZ,504,False,2022-06-02 09:15:05,1168.0,1194.0,1220.0,,,03,-27.370585864689,-70.32535046339,False,Copiapó,964.0,False
False,AV. COPAYAPU,2024,False,2022-06-02 02:55:01,1173.0,1199.0,1225.0,,,03,-27.379312947978,-70.319173336029,False,Copiapó,970.0,False
False,CARRETERA  PANAMERICANA  NORTE KM.,811,False,2022-06-02 18:17:30,1173.0,1199.0,1225.0,,,03,-27.43019451268,-70.359390377998,True,Copiapó,970.0,True
False,"RUTA 5 NORTE KM. 838,4",0,False,2022-06-01 23:27:25,1173.0,1199.0,1225.0,,,03,-27.339423,-70.606201,False,Copiapó,970.0,True
False,Copayapu,4656,False,2022-06-02 15:02:40,1173.0,1200.0,1225.0,,,03,-27.4011363,-70.3001262,False,Copiapó,968.0,True
False,Panamericana Norte Km,813,False,2017-06-06 11:46:06,,,,455.0,,03,-27.3778006,-70.3367776,False,Copiapó,,False
False,Camino a Diego de Almagro,660,False,2022-06-02 22:07:17,1173.0,1200.0,1225.0,,,03,-27.3849908989,-70.298509597778,False,Copiapó,969.0,True
False,Panamericana Norte  sn,00,False,2022-06-02 16:01:43,1173.0,1199.0,1228.0,,,03,-27.37330600651,-70.336816906929,True,Copiapó,971.0,False
True,Av. Copayapu,957,False,2022-05-12 08:29:12,1150.0,1176.0,1202.0,,,03,-27.371714898394,-70.331570506096,False,Copiapó,949.0,True
True,Av Los Carreras,3131,False,2022-06-02 08:36:16,1174.0,1200.0,1226.0,,,03,-27.385017539177,-70.306697066101,False,Copiapó,971.0,True
False,Avda. RamÃ³n Freire,310,False,2022-06-03 11:10:56,1173.0,1199.0,1228.0,,,03,-27.3608744,-70.3486705,False,Copiapó,971.0,False
False,Circunvalación esquina Chacabuco,0,False,2022-06-02 15:16:36,1172.0,1198.0,1224.0,,,03,-27.36064320143,-70.328185558319,False,Copiapó,968.0,False
False,Panamericana Norte Km.,806,False,2022-06-03 09:46:42,1173.0,1199.0,1225.0,,,03,-27.373315534035,-70.336918830872,False,Copiapó,970.0,False
False,Copayapu,852,False,2022-06-02 10:41:40,1173.0,1199.0,1225.0,,,03,-27.37164820474,-70.3330296278,True,Copiapó,970.0,True
False,Los Carrera,3332,False,2022-06-02 14:25:13,1176.0,1202.0,1228.0,,,03,-27.387307955195,-70.305180379732,False,Copiapó,973.0,False
False,COPAYAPU,5320,False,2022-06-02 14:57:43,1173.0,1200.0,1225.0,,,03,-27.4053867,-70.2950363,False,Copiapó,968.0,False
False,EDWARDSMONTT,207,False,2022-06-02 09:19:33,1173.0,1199.0,1224.0,,,03,-27.067155996532,-70.824235975742,False,Caldera,967.0,False
False,Panamericana Norte km.,877,False,2022-06-02 10:14:31,1173.0,1199.0,1224.0,,,03,-27.070447214184,-70.806267857552,False,Caldera,967.0,True
False,AV. MIGUEL LEMEUR,427,False,2022-06-02 10:13:29,1171.0,1198.0,1223.0,,,03,-27.467117063783,-70.265657901764,False,Tierra Amarilla,968.0,False
False,MERINO JARPA CON PANAMERICANA NORTE KM,973,False,2022-06-02 00:05:25,1173.0,1197.0,1218.0,,,03,-26.340071229736,-70.618856549263,False,Chañaral,968.0,False
False,Panamericana norte,800,False,2022-06-02 09:18:35,1173.0,1197.0,1218.0,,,03,-26.3354963,-70.5849592,False,Chañaral,968.0,False
False,Panamericana Norte Siete,0,False,2022-06-04 11:34:09,1173.0,1197.0,1218.0,,,03,-26.337287674312,-70.608036518097,False,Chañaral,968.0,True
False,Panamericana Norte Km.,980,False,2022-06-02 10:08:03,1173.0,1197.0,1218.0,,,03,-26.340059211074,-70.618832409382,False,Chañaral,968.0,False
False,MANUEL ANTONIO MATTA,400,False,2022-06-02 22:21:36,1173.0,1195.0,1218.0,,,03,-26.390144552329,-70.038684010506,False,Diego de Almagro,964.0,False
False,AV. EL TOFO,043,False,2022-06-03 16:47:05,1173.0,1195.0,1218.0,,,03,-26.387410257301,-70.042304992676,False,Diego de Almagro,964.0,False
False,"PANAMERICANA NORTE, CRUCE CAMINO HUASCO",0,False,2022-06-02 14:53:07,1184.0,1209.0,1234.0,,,03,-28.573102699033,-70.786285400391,False,Vallenar,975.0,True
True,BRASIL,1001,False,2022-06-02 16:03:50,1178.0,1203.0,1228.0,,,03,-28.58048940164,-70.761759281158,False,Vallenar,968.0,True
False,MARAÑON,1280,False,2022-06-02 00:31:08,1184.0,1209.0,1234.0,,,03,-28.575740866653,-70.755461454391,False,Vallenar,975.0,False
False,Miraflores,510,False,2016-01-12 09:26:26,,,,485.0,,03,-28.5895787,-70.7513762,False,Vallenar,,False
False,Panamericana Norte cruce huasco,0,False,2022-06-02 12:48:02,1184.0,1209.0,1234.0,,,03,-28.572876567301,-70.786156654358,False,Vallenar,976.0,True
False,Ramï¿½rez Avda. Matta,1,False,2022-06-02 10:15:10,1184.0,1209.0,1234.0,,,03,-28.571227675399,-70.766168832779,False,Vallenar,975.0,False
False,SerranoValdivia,1892,False,2022-05-19 11:22:00,1170.0,1195.0,1220.0,,,03,-28.581243117637,-70.752910673618,True,Vallenar,963.0,False
False,Serrano,299,False,2022-06-02 10:15:46,1184.0,1209.0,1234.0,,,03,-28.581200721256,-70.752902626991,False,Vallenar,975.0,False
False,Ignacio Carrera Pinto,167,False,2022-06-02 18:57:39,1183.0,1209.0,1234.0,,,03,-28.464109856262,-71.211176812649,False,Huasco,972.0,False
False,Carretera Huasco,495,False,2022-06-02 10:11:33,1183.0,1209.0,1234.0,,,03,-28.464517784703,-71.21057331562,False,Huasco,972.0,True
False,Balmaceda,3850,False,2022-06-02 17:53:59,,,,606.0,,04,-29.93627640771,-71.260730624199,False,La Serena,,False
False,AV. COLO COLO,4486,False,2022-06-02 08:20:24,1168.0,1195.0,1223.0,,,04,-29.914838931663,-71.210849583149,False,La Serena,965.0,True
False,"PANAMERICANA NORTE, ESQ. FCO. AGUIRRE Km",476,False,2022-06-02 11:55:41,1169.0,1197.0,1225.0,,,04,-29.906483063349,-71.257066726685,True,La Serena,966.0,True
True,Balmaceda,1839,False,2022-06-02 08:10:49,1163.0,1191.0,1219.0,,,04,-29.917805398522,-71.253901720047,True,La Serena,955.0,True
False,COLO COLO sn La Antena,00,False,2022-06-02 12:21:11,1167.0,1195.0,1223.0,,,04,-29.911157056051,-71.22219061923,False,La Serena,960.0,False
True,Avda Jose Manuel Balmaceda,4895,False,2022-06-02 09:12:03,1163.0,1191.0,1219.0,,,04,-29.943885722739,-71.264645623279,True,La Serena,955.0,True
False,Avda Jose Manuel Balmaceda,4895,False,2022-06-02 09:09:24,,,,601.0,,04,-29.943927557853,-71.264688538623,True,La Serena,958.0,True
False,G. GONZALEZ VIDELA,1965,False,2022-06-02 16:20:01,1167.0,1195.0,1223.0,,,04,-29.91942110936,-71.248942315578,False,La Serena,962.0,True
False,NICARAGUA,1480,False,2022-06-02 15:08:54,1168.0,1196.0,1224.0,,,04,-29.888559989373,-71.242582798004,False,La Serena,964.0,False
False,"PANAMERICANA NORTE KM 480, SECTOR V",00,False,2022-06-02 09:16:56,1170.0,1199.0,1227.0,,,04,-29.83827,-71.2559133,False,La Serena,969.0,True
False,Av. El Islon,2561,False,2022-06-02 08:59:04,1168.0,1196.0,1224.0,,,04,-29.887777816547,-71.246369134085,False,La Serena,964.0,False
False,4 esquinas,1550,False,2022-06-02 05:46:39,1168.0,1196.0,1224.0,,,04,-29.9445558,-71.2430472,False,La Serena,964.0,False
False,"Parcela 20 Vega Sur, caletera ruta 5 norte km 46",0,False,2022-06-01 22:52:20,1169.0,1197.0,1225.0,,,04,-29.941195,-71.28032,False,La Serena,966.0,False
False,Av Colo Colo,5300,False,2022-06-02 08:10:09,1168.0,1196.0,1223.0,,,04,-29.919029,-71.20013,False,La Serena,965.0,False
False,Nicaragua,1990,False,2022-06-02 13:23:34,1168.0,1196.0,,,,04,-29.8831898,-71.2416756,False,La Serena,964.0,False
True,Balmaceda,1665,False,2022-06-02 15:44:10,1163.0,1191.0,1219.0,,,04,-29.916164088438,-71.253118515015,False,La Serena,955.0,True
True,Balmaceda,3464,True,2022-06-02 12:16:57,1163.0,1191.0,1219.0,,,04,-29.93250158965,-71.259309053421,False,La Serena,955.0,True
False,Avda. Cuatro Esquinas,1617,True,2022-06-02 13:32:48,1168.0,1196.0,1224.0,,,04,-29.944949484851,-71.240973243486,True,La Serena,963.0,True
False,Avenida Guillermo Ulriksen,1630,False,2022-06-02 09:00:07,1168.0,1196.0,1224.0,,,04,-29.920285,-71.233636,False,La Serena,964.0,True
False,Ruta 5 Norte SN,0,False,2022-06-02 09:28:01,1170.0,1199.0,1227.0,,,04,-29.907958999999998,-71.257061,False,La Serena,969.0,False
True,Balmaceda esq Brasil,306,False,2022-06-02 10:10:26,1163.0,1191.0,1219.0,,,04,-29.90095162304,-71.249556541443,True,La Serena,955.0,False
True,Balmaceda esquina 4 Esquinas,3507,True,2022-06-02 09:46:01,1163.0,1191.0,1219.0,,,04,-29.932994369593,-71.260167360306,True,La Serena,955.0,True
False,Avda. IslonNicaragua,564689,False,2022-06-02 10:19:49,1168.0,1196.0,1224.0,,,04,-29.887327485202,-71.24292075634,False,La Serena,964.0,False
False,Avda. Huanhuali sn° esq  Panamericana Norte,0,False,2022-06-02 09:52:17,1165.0,1193.0,1221.0,,,04,-29.914062428095,-71.259158849716,False,La Serena,957.0,False
True,Avda. Balmaceda,2884,False,2022-06-02 10:06:26,1163.0,1191.0,1219.0,,,04,-29.925170037584,-71.257066726685,True,La Serena,955.0,False
False,AVDA. CUATRO ESQUINAS,1617,False,2022-06-02 10:36:14,1168.0,1196.0,1224.0,,,04,-29.9432296,-71.2452916,False,La Serena,963.0,False
False,Avenida Balmaceda,5505,False,2022-06-02 09:47:07,1163.0,1191.0,1219.0,,,04,-29.948245387361,-71.268389377121,False,La Serena,955.0,True
False,Ruta 41,7801,False,2022-06-02 16:43:24,1167.0,1195.0,1223.0,,,04,-29.914871479584,-71.210857629776,False,La Serena,962.0,True
False,Las Azucenas,519,False,2022-06-02 17:54:12,,,,649.0,,04,-29.9792626,-71.3414926,False,Coquimbo,,False
False,"BAQUEDANO, MERINO JARPA",00,False,2022-06-02 10:44:34,1166.0,1194.0,1222.0,,,04,-29.960885,-71.334764,False,Coquimbo,961.0,False
False,AV. ALESSANDRI,1209,False,2022-06-02 18:14:19,1160.0,1188.0,1219.0,,,04,-29.975496748694,-71.335011720657,False,Coquimbo,955.0,False
False,CARRETERA PANAMERICANA NORTE KM 455,00,False,2022-06-02 00:28:05,1169.0,1197.0,1225.0,,,04,-30.012183970487,-71.378844380379,False,Coquimbo,966.0,False
False,LOS COPIHUES,650,False,2022-06-02 11:47:12,1166.0,1194.0,1222.0,,,04,-29.979107300245,-71.340778470039,False,Coquimbo,964.0,True
False,AVDA LA CANTERA,1935,False,2022-06-02 10:26:00,1167.0,1195.0,1223.0,,,04,-29.9715278,-71.3042165,False,Coquimbo,964.0,True
False,Totoral Lote 3A Tongoy,0,False,2022-06-02 08:46:22,1169.0,1197.0,1225.0,,,04,-30.25697,-71.492958,False,Coquimbo,962.0,False
False,TALCA,315,False,2022-06-02 14:29:33,1165.0,1191.0,1219.0,,,04,-29.9611106,-71.2639157,False,Coquimbo,957.0,False
False,AVDA. SUECIA,701,False,2022-06-02 15:45:15,1162.0,1194.0,1222.0,,,04,-29.971281949151,-71.319782137871,False,Coquimbo,963.0,False
False,"Sitio 3, Pan de AzÃºcar",0,False,2022-06-02 14:30:14,1162.0,,,,,04,-30.006506,-71.257812,False,Coquimbo,950.0,False
False,25 de mayo esq panamericana norte,1,False,2022-05-30 08:20:07,1146.0,1178.0,,,,04,-29.966739338203,-71.324014663696,False,Coquimbo,967.0,False
True,regimiento arica,655,False,2022-06-02 10:10:12,1163.0,1191.0,1219.0,,,04,-29.950718878004,-71.267339587212,False,Coquimbo,950.0,False
False,Darío Salas,301,False,2022-06-02 11:24:37,1169.0,1197.0,1225.0,,,04,-29.976292965416,-71.34494077085,False,Coquimbo,966.0,True
False,Panamericana 5 Nortecruce La Cantera,2100,False,2022-06-02 11:29:18,1165.0,1197.0,1225.0,,,04,-29.963899810441,-71.318156719208,False,Coquimbo,966.0,True
False,Avda. Alessandri,147,False,2022-06-02 18:38:01,1174.0,1202.0,1263.0,,,04,-29.964866467299,-71.342854499817,True,Coquimbo,977.0,False
False,Panamericana Nortecruce Peï¿½uelas,0,False,2022-06-02 09:46:51,1165.0,1197.0,1225.0,,,04,-29.947702262344,-71.285551786423,False,Coquimbo,966.0,False
False,Chorrillos,1250,False,2022-06-02 10:02:05,1165.0,1197.0,1225.0,,,04,-29.96588655893,-71.328223049641,True,Coquimbo,966.0,True
True,Melgarejo,1200,False,2022-06-02 09:57:13,1156.0,1184.0,1215.0,,,04,-29.955176236549,-71.337929964066,True,Coquimbo,951.0,False
False,La Cantera,1955,False,2022-06-02 09:50:49,1167.0,1195.0,1223.0,,,04,-29.9767076,-71.2895506,False,Coquimbo,964.0,False
False,ruta D43,1011,False,2022-06-02 10:01:55,1163.0,1191.0,1219.0,,,04,-29.994356277342,-71.259118269836,False,Coquimbo,950.0,False
False,"Panamericana Norte Km. 460, La Herradura",0,False,2022-06-02 10:00:59,1169.0,1197.0,1225.0,,,04,-29.979574292501,-71.347478628159,True,Coquimbo,966.0,True
False,EL SALITRE,20,False,2022-06-02 09:55:40,1177.0,1203.0,1229.0,,,04,-30.226321103689,-71.084359288216,False,Andacollo,958.0,False
False,LAS DELICIAS CON SARGENTO ALDEA,22,False,2022-06-02 08:19:46,1175.0,1203.0,1232.0,,,04,-30.036414766672,-70.717170238495,False,Vicuña,963.0,False
False,RUTA 41 N 037 KM 79,0,False,2022-05-12 12:02:46,1158.0,1189.0,1218.0,,,04,-29.980533146885,-70.562786632752,False,Vicuña,936.0,True
